,X,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,0,212.0,2.2812121929103775,0.0006528880547513908,2.2797486,2.2807250422500003,2.2812495575,2.2816972735,2.282614118,inf
1,0,223.0,2.668820055627803,0.0010529551534171515,2.665938487,2.668131294,2.668763819,2.66958664,2.67137327,inf
2,0,121.0,1.9119188612809919,0.0014774892787647982,1.908464912,1.910691277,1.912043106,1.913185592,1.914601931,inf
3,1,204.0,4.014590281931373,0.0013564224429766796,4.01220171,4.01381579525,4.014437127000001,4.0150389330000005,4.02040251,301.45902819313727
4,-1,196.0,3.0339212751530606,0.0007673838662032002,3.031487873,3.03343608075,3.033839327,3.034462136,3.036088648,-403.3921275153061
5,0,196.0,3.406729983729592,0.0009957459640662113,3.403996938,3.40630601025,3.4067618235,3.407443957,3.408793978,inf
6,0,190.0,3.774582721594737,0.0018524057791902933,3.76898209,3.77348060075,3.774522004,3.7756912005,3.780158154,inf
7,1,201.0,4.819085805522388,0.003228694598755451,4.812891179,4.816585835,4.818651402,4.820946548,4.826618506,381.9085805522388
8,-1,214.0,2.726744322892524,0.000959434480100544,2.723760522,2.72609550075,2.7268120834999996,2.72738549925,2.728778052,-372.67443228925237
9,0,217.0,4.178082505129033,0.002403340753155917,4.17402598,4.176587778,4.177556054,4.179393565,4.19494171,inf
10,0,226.0,3.48864486189823,0.005034064945973377,3.478862201,3.48553298525,3.487921146,3.49078515525,3.506827552,inf
11,1,195.0,4.567798655605128,0.008075044772070612,4.547038274,4.5623555289999995,4.57177227,4.5738489585,4.578031685,356.7798655605128
12,-1,206.0,5.6196298718398054,0.002571709023172718,5.613044389,5.61804515975,5.619691877499999,5.621114449,5.627532465,-661.9629871839805
13,0,200.0,4.917336553259999,0.0019052872887275324,4.91240451,4.916190433500001,4.917240078,4.91859868475,4.923467016,inf
14,0,118.0,3.126518106127118,0.004739079103628252,3.118673731,3.122462269,3.125787236,3.13091913025,3.135742292,inf
15,1,203.0,7.284877146453202,0.0035013834820222054,7.276419213,7.2823338235,7.2849588,7.2872117215,7.293596495,628.4877146453202
16,2,192.0,6.364026689630208,0.002798819943143046,6.356136245,6.36201222475,6.364023633,6.365631827750001,6.371498807,218.2013344815104
17,-1,213.0,5.33210505199061,0.0019193918552384585,5.327330647,5.330844441,5.332144741,5.333493985,5.336914921,-633.210505199061
18,-2,193.0,4.279686147243523,0.0036104128043678058,4.273922153,4.277525621,4.279055835,4.281046274,4.29657577,-313.98430736217614
19,0,203.0,5.66917414097537,0.023760063207283473,5.64564532,5.662556990000001,5.667951621,5.67323759,5.982858017,inf
20,0,168.0,6.9396273372321415,0.031218092387564917,6.892191397,6.92750849,6.9382135675,6.94407674425,7.095906737,inf
21,1,196.0,4.970799280454082,0.050389041221633256,4.84862879,4.975411684,4.981449367,4.98517456475,5.3758204,397.07992804540817
22,2,268.0,5.963387531279851,0.07947668033367916,5.900275873,5.91212870825,5.9162071659999995,6.08293714375,6.10034097,198.16937656399256
23,-1,190.0,3.871990424415789,0.004997350290921163,3.857922056,3.8685219815000003,3.8723020765,3.875161511,3.883842822,-487.1990424415789
24,-2,197.0,8.060087833111675,0.005451107862739378,8.046257898,8.056455358,8.060176949,8.063919857,8.075220568,-503.00439165558373
25,0,202.0,6.41016952729208,0.003331134574160175,6.402698585,6.40757540275,6.410640213500001,6.41219467925,6.421738061,inf
