,Z,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,3.0,217.0,2.8309884957004607,0.02934178742889278,2.821920156,2.821920156,2.821920156,2.821920156,2.925490141,-5.633716809984643
1,3.5,198.0,3.0502355099999994,4.452149130752124e-16,3.05023551,3.05023551,3.05023551,3.05023551,3.05023551,-12.850414000000018
2,4.0,195.0,3.739615550194871,0.15951805063560096,3.593822956,3.593822956,3.593822956,3.913256168,3.913256168,-6.509611245128221
3,4.0,208.0,3.436011622721153,0.08345572827199843,3.409614563,3.409614563,3.409614563,3.409614563,3.698592901,-14.099709431971174
4,4.0,196.0,3.476598325020408,0.0562048446729051,3.423715353,3.423715353,3.488100529,3.488100529,3.809788704,-13.0850418744898
5,4.5,212.0,3.5794950585424536,0.38291502473212086,3.392190456,3.392190456,3.392190456,3.392190456,4.45757246,-20.455665365723252
6,5.0,193.0,4.910511970999999,8.904883804795196e-16,4.910511971,4.910511971,4.910511971,4.910511971,4.910511971,-1.7897605800000171
7,5.0,195.0,4.703917481553845,0.2998139697866793,4.271052837,4.271052837,4.910511971,4.910511971,4.910511971,-5.921650368923093
8,5.0,200.0,4.910511970999998,1.7808144545380086e-15,4.910511971,4.910511971,4.910511971,4.910511971,4.910511971,-1.7897605800000347
9,5.5,205.0,4.939061334790244,0.6154597779523611,3.345149517,4.258751869,5.465855122,5.465855122,5.465855122,-10.198884821995561
10,6.0,237.0,5.833534614620251,0.5358765962576991,4.401122093,6.033205032,6.033205032,6.033205032,6.033205032,-2.774423089662485
11,6.0,188.0,5.827058650218085,0.511145389167658,4.560468197,6.035821438,6.035821438,6.035821438,6.035821438,-2.8823558296985867
12,6.0,190.0,4.093576712157897,0.5434258412936794,3.096011877,4.390799999,4.390799999,4.390799999,4.390799999,-31.773721464035056
13,6.5,189.0,6.58059454,0.0,6.58059454,6.58059454,6.58059454,6.58059454,6.58059454,1.2399159999999982
14,7.0,109.0,3.5272789964770634,0.7639892578304375,2.982123375,2.982123375,2.982123375,4.588122368,4.588122368,-49.610300050327666
15,7.0,177.0,5.268402172118644,0.9945296588449566,4.521241665,4.674494743,4.674494743,6.89326334,6.89326334,-24.737111826876518
16,7.0,48.0,7.063083172,0.0,7.063083172,7.063083172,7.063083172,7.063083172,7.063083172,0.9011881714285686
17,7.0,196.0,4.228437078418368,0.7350997221568596,3.039434433,3.039434433,4.680593014,4.680593014,4.680593014,-39.59375602259474
18,7.0,12.0,4.337969541500001,0.6817591788524905,2.878410339,4.629881382,4.629881382,4.629881382,4.629881382,-38.02900654999999
