,Z,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,4,217.0,2.872617211428571,0.032670822008751564,2.774797432,2.849260193,2.874329209,2.8966184,2.943167278,-28.184569714285722
1,4,209.0,2.9162025105885165,0.036124994260603796,2.800544454,2.894791545,2.917902853,2.943235649,3.001549303,-27.094937235287087
2,4,214.0,2.93839869059813,0.01562370678766537,2.86715766,2.9297804265,2.9412315345,2.95039446475,2.963064381,-26.540032735046747
3,5,232.0,3.68480502862931,0.07912881488615203,3.363990678,3.62841922125,3.708028976,3.7497933260000003,3.784618681,-26.303899427413803
4,5,200.0,3.683287016585,0.04846658350139251,3.506215359,3.6551776984999997,3.6922218075,3.7221799475,3.747045574,-26.334259668299996
5,5,222.0,3.715431157878379,0.06620351009463075,3.515444622,3.682983026,3.7337927125,3.7670989635,3.791467192,-25.691376842432422
6,6,209.0,4.366566289861244,0.1301132626300048,3.831697829,4.300234183,4.412800879,4.462487793,4.494825692,-27.22389516897927
7,6,212.0,4.315474333910378,0.13671998991867043,3.907817699,4.2423628854999995,4.357911972,4.41844439675,4.491975023,-28.07542776816037
8,6,190.0,4.571753704078947,0.09218198883042979,4.129470976,4.5335702937499995,4.60465065,4.637737238,4.660784534,-23.804104932017545
