,Z,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,3,152.0,2.820600233506579,0.05101696891692886,2.724366188,2.830901384,2.830901384,2.832252741,2.89845109,-5.979992216447361
1,4,204.0,3.551444854171568,0.025707816487556698,3.549644947,3.549644947,3.549644947,3.549644947,3.91682601,-11.213878645710796
2,5,107.0,4.1234898877850465,0.17272046888919346,4.089612007,4.089612007,4.089612007,4.089612007,4.995845318,-17.53020224429907
3,6,202.0,5.957392310623762,0.35601650299191506,4.401272297,6.038440228,6.038440228,6.038440228,6.038440228,-0.7101281562706359
4,7,119.0,6.026021306084034,1.1393806729193943,3.005799055,4.61920023,6.901074409,6.901074409,7.067494392,-13.913981341656662
