,Y,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,0,193.0,1.3766133176735753,0.0016305002855452723,1.372880131,1.37584923,1.376359332,1.376816564,1.380173037,inf
1,0,197.0,1.6011378073248728,0.0012524919886303311,1.597967568,1.600144654,1.601204759,1.60219186,1.603708528,inf
2,0,219.0,1.790147228648402,0.0012114294861768878,1.786262016,1.7894006464999999,1.790230161,1.7909913935000001,1.792667868,inf
3,0,219.0,1.8336626991780824,0.0010023095087721597,1.830758557,1.8330591575000001,1.833688089,1.8342686895,1.836792419,inf
4,0,186.0,1.8378319201774191,0.0004977386678904829,1.836600557,1.83748303775,1.8378179095,1.83817814525,1.839313661,inf
5,0,195.0,2.072891444271795,0.0005852421287776479,2.071443496,2.072454296,2.072850835,2.0733235285,2.074240243,inf
6,0,209.0,2.2620321815933018,0.0011430180745142255,2.259206709,2.261328634,2.261950232,2.262652516,2.270418313,inf
7,0,203.0,2.2936151760147783,0.0013209467577360273,2.290104514,2.2928484635,2.293658126,2.2944885105,2.297070262,inf
8,0,194.0,2.300973447170103,0.0019711018545686774,2.294351938,2.3002656097500003,2.301491748,2.30233744675,2.304602801,inf
9,0,228.0,2.5383988719517543,0.0029456904629923367,2.530154981,2.53636845025,2.5381785839999997,2.5402996045,2.547773416,inf
10,0,210.0,2.7273430903238096,0.0028513551956407365,2.721216938,2.72524690725,2.727104576,2.72907791675,2.735225107,inf
11,0,209.0,2.7743750505358853,0.006216224794252422,2.756843582,2.771001898,2.774433502,2.779211076,2.787167388,inf
12,0,198.0,2.76337572279293,0.005058589922547815,2.754603391,2.75910094475,2.7617803645,2.76862754675,2.773028124,inf
13,0,206.0,2.988761722,0.002118658116314733,2.984113837,2.9872049525,2.9886174910000003,2.9900416942500003,2.994697375,inf
14,0,207.0,3.159495814884058,0.0031352074253235933,3.142492013,3.1583725685,3.159949195,3.1613085930000002,3.166755384,inf
15,0,241.0,3.1865483733402487,0.003941256809917589,3.173953188,3.184573627,3.18730553,3.18909824,3.195075174,inf
16,0,201.0,3.2048516237014923,0.0037643562909007123,3.19966763,3.202466068,3.203714989,3.205339022,3.214654984,inf
17,0,193.0,3.2101650239274613,0.0024359831285092675,3.202852046,3.208617138,3.210233192,3.211490331,3.216898356,inf
18,0,178.0,3.2184962916516855,0.003931833388085165,3.211228303,3.21577514425,3.21766269,3.2201072865,3.229913258,inf
19,0,209.0,3.4589107862727273,0.009200749440227043,3.441766604,3.451005467,3.459012663,3.466138614,3.484886162,inf
20,0,209.0,3.5875324735980856,0.009029818502485094,3.569987006,3.580441245,3.584809596,3.596991665,3.605323158,inf
21,0,223.0,3.628571692426009,0.004374807941796359,3.615897999,3.6257125725000003,3.628598583,3.6318404005,3.639956941,inf
22,0,194.0,3.6670248074432994,0.004320259513177785,3.648553837,3.6654477607500002,3.6671947595,3.66980548575,3.681766132,inf
23,0,132.0,3.690176974075758,0.04444887310770336,3.671480933,3.681690235,3.6851652770000003,3.687882462,4.092777468,inf
24,0,227.0,3.6994056971585905,0.008825688366810547,3.674205047,3.693152438,3.699727472,3.70593532,3.71883465,inf
25,0,210.0,3.9581052508238095,0.0025896858022806603,3.95040185,3.95634566525,3.9581817185,3.9600605037500003,3.965018519,inf
26,0,142.0,4.143112937359154,0.012569402297685241,4.049797272,4.141646919,4.144743479,4.1474079705,4.158562723,inf
27,0,145.0,4.1187543896965515,0.006480216907917772,4.083699898,4.115475662,4.119127889,4.123113936,4.132494976,inf
28,0,214.0,4.163412979219626,0.0062283046292390416,4.138599239,4.16042600825,4.163854649,4.16742309625,4.179906154,inf
29,0,213.0,4.160278225549296,0.00412217041455985,4.149108959,4.157489482,4.160395477,4.163034083,4.171280092,inf
30,0,174.0,4.175119745890805,0.010206784351430851,4.158368706,4.1672859415,4.171946042,4.1842147535,4.201553689,inf
