__time,/tf/camera_color_optical_frame/tag36h11:1/header/stamp,/tf/camera_color_optical_frame/tag36h11:1/rotation/w,/tf/camera_color_optical_frame/tag36h11:1/rotation/x,/tf/camera_color_optical_frame/tag36h11:1/rotation/y,/tf/camera_color_optical_frame/tag36h11:1/rotation/z,/tf/camera_color_optical_frame/tag36h11:1/translation/x,/tf/camera_color_optical_frame/tag36h11:1/translation/y,/tf/camera_color_optical_frame/tag36h11:1/translation/z
1688067266.825310,1688067266.768125534,0.003766626,-0.999615203,0.007515340,0.026434406,0.281904528,0.445097988,10.473493820
1688067266.854314,1688067266.801436186,-0.020641879,-0.998938407,0.006268360,-0.040702334,0.281466019,0.443907311,10.435139950
1688067266.889503,1688067266.834746838,-0.017788981,-0.999703326,0.006518029,-0.015307734,0.282167277,0.445023124,10.473542272
1688067266.920682,1688067266.868058443,0.000255963,-0.999378019,0.007523572,0.034451498,0.281838313,0.445073836,10.472796868
1688067266.956089,1688067266.901378155,0.007825114,-0.999123892,0.007995904,0.040327182,0.281571665,0.444711932,10.464476642
1688067266.991782,1688067266.934697628,0.008099243,-0.998660104,0.008595874,0.050383619,0.281413637,0.444506930,10.460327771
1688067267.026399,1688067266.968016624,0.005738408,-0.999162273,0.008141553,0.039693059,0.281680056,0.444861005,10.466805572
1688067267.058633,1688067267.001335382,-0.021171363,-0.999597507,0.005962828,-0.017917655,0.282025989,0.444789230,10.470844005
1688067267.092474,1688067267.034653902,0.010551477,-0.998986215,0.008426866,0.042944121,0.281388647,0.444438158,10.457562599
1688067267.123164,1688067267.067971945,-0.016688382,-0.999763280,0.006723220,-0.012234347,0.282224133,0.445180312,10.477170526
1688067267.158549,1688067267.101289511,0.005498867,-0.999161957,0.007937898,0.039776069,0.281616352,0.444795900,10.466325161
1688067267.191904,1688067267.134607077,-0.000140399,-0.999441090,0.007883300,0.032486025,0.281805864,0.444944080,10.470383216
1688067267.225484,1688067267.167924166,-0.006766734,-0.999416689,0.007595556,0.032600633,0.281931436,0.445057378,10.474621308
1688067267.256668,1688067267.201241016,-0.015157439,-0.999812872,0.006911346,-0.009833969,0.282184359,0.445145041,10.476521761
