,Z,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,3.0,193.0,6.2280777238549225,0.0022961158243189777,6.211848594,6.227243942,6.228149611,6.229237088,6.231901061,107.60259079516408
1,3.5,210.0,7.278548412723809,0.005352463719794174,7.262779807,7.27447046175,7.277897287,7.28165920375,7.295962377,107.95852607782311
2,4.0,181.0,8.097469003889502,0.003000500093945379,8.088822943,8.096013442,8.097402325,8.098936045,8.122385976,102.43672509723756
3,4.0,234.0,8.365086920970086,0.010812257988402345,8.346989344,8.3549297055,8.3673219165,8.372548283999999,8.414804435,109.12717302425214
4,4.0,196.0,8.353123773336733,0.0015373808184014407,8.349308864,8.35217293875,8.353031463499999,8.35417876825,8.357718,108.82809433341833
5,4.5,223.0,9.401943213439463,0.002372943982543277,9.394991962,9.4003083745,9.401943808,9.403768217,9.4084119,108.93207140976584
6,5.0,214.0,10.232801729873831,0.012317526801989756,10.180315064,10.228083076499999,10.2331600845,10.2376292925,10.355341032,104.6560345974766
7,5.0,206.0,10.424477578296116,0.003971514302532427,10.413039039,10.421776243250001,10.424630625999999,10.4270278125,10.434657906,108.48955156592233
8,5.0,266.0,10.466130779522556,0.010102587450544874,10.431654877,10.464685165,10.4686993025,10.471716293,10.478894374,109.32261559045114
9,5.5,201.0,11.512185131502488,0.006428658064205551,11.473198149,11.509359774,11.512662727,11.515780206,11.525500492,109.31245693640888
10,6.0,246.0,12.41193303593496,0.007601997280914069,12.384565752,12.407671345499999,12.4116402935,12.41603699325,12.447967501,106.86555059891599
11,6.0,197.0,12.52940646167005,0.020951128785602673,12.498390742,12.51336344,12.522196844,12.54702186,12.585705293,108.82344102783416
12,6.0,201.0,12.611784177776121,0.006114738595723263,12.589347881,12.608072725,12.611901535,12.615650277,12.631448447,110.19640296293535
13,6.5,193.0,13.552991915813472,0.029337738912927288,13.504662243,13.527582463,13.541956618,13.580629567,13.64912601,108.50756793559187
14,7.0,196.0,14.358596645025512,0.022412915123547098,14.318637861,14.3467377825,14.35547737,14.36401615725,14.460599655,105.12280921465018
15,7.0,216.0,14.556083108671297,0.019307695416883455,14.516624577,14.5365799285,14.5609420145,14.571908901499999,14.592338035,107.94404440958996
16,7.0,215.0,14.606601775846514,0.036414337315199614,14.544576842,14.576242764,14.590978201,14.636132893,14.710788824,108.66573965495019
17,7.0,197.0,14.578803735314722,0.0113063839732252,14.548872196,14.572575967,14.579504442,14.586760035,14.605924707,108.26862479021031
18,7.0,226.0,14.618848497234515,0.004461288264577538,14.608307159,14.615927763750001,14.618754332,14.621653321,14.63053241,108.84069281763593
19,7.5,199.0,15.650714418246231,0.007610326211381217,15.628257324,15.645457076,15.651046831,15.656082178,15.672504293,108.67619224328308
20,8.0,217.0,16.36537675120737,0.012648379802067473,16.336046473,16.356952378,16.364423551,16.372792041,16.405096677,104.56720939009215
21,8.0,213.0,16.59085756020188,0.016410811593101593,16.486575327,16.586648129,16.592997146,16.59893189,16.636193498,107.38571950252349
22,8.0,250.0,16.610525547755998,0.05442297739711604,16.49407563,16.587446106,16.6123117215,16.65158353625,16.713642354,107.63156934694997
23,8.0,195.0,16.609795097825643,0.014245954248265035,16.554909184,16.603159395,16.610919281,16.6187297215,16.644537983,107.62243872282053
24,8.0,226.0,16.7175405724823,0.01695437046098736,16.674425197,16.7063300685,16.717275522500003,16.727862594999998,16.759443644,108.96925715602875
25,8.5,208.0,17.777280612298075,0.014545706173408005,17.736329553,17.767600460249998,17.7764583445,17.784308751250002,17.81251686,109.14447779174206
26,9.0,211.0,18.533516859601896,0.145038224869754,18.278235255,18.4796244675,18.502627303,18.546219866,19.375219234,105.92796510668774
27,9.0,3.0,18.59499218566667,0.06204816754907425,18.523502873,18.575062327,18.626621781,18.630736842,18.634851903,106.61102428518521
28,9.0,247.0,18.60526482398381,0.022638531288913775,18.538706921,18.591596408500003,18.604732311,18.6209649325,18.659347602,106.72516471093121
29,9.0,195.0,18.87656483139487,0.016923215146508595,18.841282287,18.864581502500002,18.874896293,18.8884646355,18.921313411,109.73960923772077
30,9.0,1.0,19.061658079,,19.061658079,19.061658079,19.061658079,19.061658079,19.061658079,111.79620087777779
