,Z,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,3.0,205.0,6.240575535414634,0.002355088495365617,6.233419156,6.239035888,6.240683192,6.242145668,6.24799407,108.01918451382113
1,3.5,207.0,7.299797290362318,0.0023638640329119707,7.293003094,7.2984174525,7.299850739,7.3013744,7.306549818,108.5656368674948
2,4.0,208.0,8.277330105096153,0.015253282966830208,8.253379757,8.263341823249998,8.279503547000001,8.29140132375,8.339268399,106.93325262740383
3,4.0,191.0,8.303345757460733,0.005453030831732962,8.28847044,8.2997272515,8.303292935,8.306842679999999,8.322999923,107.58364393651831
4,4.0,195.0,8.305943917810257,0.0030815959539199967,8.296445626,8.3042853735,8.306241178,8.3080219265,8.312525909,107.64859794525643
5,4.5,186.0,9.378868579241935,0.003943098784495768,9.366375257,9.376078788000001,9.3792644775,9.381520339249999,9.389467345,108.41930176093189
6,5.0,210.0,10.379603577280951,0.004471583668200673,10.366132965,10.37642260075,10.379584756,10.3825469975,10.39264954,107.59207154561904
7,5.0,199.0,10.426590408633164,0.007878521597458322,10.400607014,10.422126175999999,10.426371056,10.430875540999999,10.457054382,108.53180817266328
8,5.0,247.0,10.43779658640081,0.015711242474829107,10.415438235,10.4295343685,10.434844723,10.438920375,10.519254598,108.75593172801618
9,5.5,195.0,11.46837029508718,0.01582446131567052,11.423194515,11.467055216,11.475022252,11.4782805345,11.489245522,108.51582354703963
10,6.0,196.0,12.480754019499999,0.020365075460430482,12.389568808,12.477900784500001,12.486636643,12.49254542575,12.510311307,108.01256699166666
11,6.0,184.0,12.490218195782608,0.02397201081402117,12.429936634,12.479363087,12.484745749,12.4947652735,12.542046847,108.17030326304346
12,6.0,192.0,12.568857159760418,0.013524210796730694,12.531942048,12.56008553825,12.5694045765,12.57816579875,12.602525553,109.48095266267363
13,6.5,190.0,13.521172891852633,0.01396934534530902,13.479770902,13.513416134749999,13.522407164499999,13.529942885,13.551085014,108.01804449004051
14,7.0,187.0,14.51914396878075,0.023299962688483212,14.439296481,14.505465299499999,14.518119972,14.529080801,14.621532458,107.41634241115356
15,7.0,189.0,14.548202176603173,0.05163682305209804,14.440015524,14.506386658,14.549342867,14.588952271,14.689007942,107.83145966575962
16,7.0,203.0,14.575292386004925,0.027909926969883536,14.533433103,14.558424103,14.568087446,14.578518053,14.687433844,108.21846265721322
17,7.0,192.0,14.630696079213543,0.035861316164956226,14.580333957,14.614400908499999,14.624471179,14.63558538175,14.777267669,109.00994398876489
18,7.0,191.0,14.611271803293194,0.009088755613193444,14.585057084,14.605097842,14.611091249,14.6179116565,14.633542286,108.73245433275991
19,7.5,206.0,15.65512625508738,0.01378347043175688,15.622368808,15.64647741875,15.654804874,15.6654218065,15.699474565,108.73501673449839
20,8.0,190.0,16.33611229506842,0.040305495139035204,16.116586504,16.3144618525,16.3406874295,16.362948863,16.433744055,104.20140368835527
21,8.0,188.0,16.574603573638296,0.05376342780616743,16.441350466,16.5379292885,16.5787099455,16.614239843249997,16.691251708,107.18254467047869
22,8.0,200.0,16.66563271068,0.01978090813017055,16.518009963,16.656684953750002,16.667497259,16.675829953,16.721113827,108.32040888350001
23,8.0,199.0,16.632452152758795,0.06340029445018071,16.555717009,16.592325115,16.605512497,16.666715631000002,16.84763927,107.90565190948493
24,8.0,188.0,16.635907659404257,0.0218195659603388,16.557327547,16.624115041,16.6381434435,16.652512001,16.681293863,107.94884574255322
25,8.5,205.0,17.33874866260488,0.04574601491556406,17.20661379,17.336089528,17.352788155,17.364727247,17.42909084,103.9852783835868
26,9.0,211.0,18.550651008701422,0.03938556870223579,18.47482002,18.5202242065,18.546802841,18.5739227325,18.663772375,106.11834454112692
