,Y,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,0,205.0,-0.02924963248292683,8.871073058545873e-05,-0.02946223,-0.029306324,-0.029250274,-0.029188387,-0.029026806,-inf
1,0,207.0,-0.029732932294685988,9.497520627161115e-05,-0.029980381,-0.0297986405,-0.029741219,-0.0296646045,-0.029394576,-inf
2,0,208.0,-0.09166799803365383,0.0007750437071757558,-0.092687584,-0.09254142625,-0.091729146,-0.09091208825000001,-0.090669992,-inf
3,0,191.0,0.034312684890052354,0.00010725233628044726,0.033705817,0.034260396,0.03431032,0.034377833,0.034535086,inf
4,0,195.0,-0.030630260005128206,8.067824970280538e-05,-0.030865744,-0.030679518500000003,-0.030639294,-0.03057992,-0.030347133,-inf
5,0,186.0,-0.030944459586021506,9.845903980600058e-05,-0.03135003,-0.03101072725,-0.0309396475,-0.03087708225,-0.030714892,-inf
6,0,210.0,-0.03342709689047619,9.740615223666604e-05,-0.03368211,-0.03348624125,-0.0334269075,-0.033362985,-0.033195956,-inf
7,0,199.0,-0.09632022198492461,0.00023080176377810832,-0.097549973,-0.09636669149999999,-0.096278756,-0.09620904899999999,-0.095890563,-inf
8,0,247.0,0.0244277675465587,0.000461863838319838,0.023884024,0.0241035295,0.024183217,0.0247078725,0.025697471,inf
9,0,195.0,-0.03826352216923077,0.0004281812953174014,-0.038841797,-0.038504575,-0.038416802,-0.038310532499999994,-0.037164232,-inf
10,0,196.0,-0.10655603455612243,0.0003838748725380773,-0.10776535,-0.10673781025000001,-0.106627026,-0.10651798425,-0.105043134,-inf
11,0,184.0,-0.04716652582608696,0.0005192787869546422,-0.047733162,-0.04756757775,-0.0474415805,-0.0466650875,-0.04583351,-inf
12,0,192.0,0.01808641084895833,0.00016088915207566442,0.01767151,0.017958091000000002,0.018078805,0.0181926945,0.018485024,inf
13,0,190.0,-0.0475640146368421,0.00018454626938452535,-0.047990156,-0.047677918750000006,-0.047596366,-0.047456828,-0.04690762,-inf
14,0,187.0,-0.17880036574331554,0.0003312511279429591,-0.179397613,-0.17900777299999998,-0.178830533,-0.178671128,-0.176928754,-inf
15,0,189.0,0.0762905031005291,0.000566025543316078,0.074848486,0.075908622,0.076217191,0.07666733,0.077410939,inf
16,0,203.0,0.0053688000935960606,0.00034170471450122324,0.004791997,0.0051631765,0.005280367,0.005406053,0.006545596,inf
17,0,192.0,-0.10958015209895834,0.0002539517161007356,-0.110734199,-0.10967885975,-0.109559265,-0.1094418365,-0.108994443,-inf
18,0,191.0,-0.05463063809947644,0.00011070929325982579,-0.055068039,-0.0546976995,-0.054629752,-0.054563243,-0.054364645,-inf
19,0,206.0,-0.059710050495145627,0.00010301116439127539,-0.060136352,-0.05977332725,-0.059703706499999995,-0.059641796749999997,-0.059436836,-inf
20,0,190.0,-0.18558215902631578,0.0005662170235552004,-0.186931517,-0.1859013445,-0.185639471,-0.18527567325,-0.182016257,-inf
21,0,188.0,-0.06339381072340425,0.00039531527030933343,-0.064832957,-0.06367653649999999,-0.0633821675,-0.0631277875,-0.062229696,-inf
22,0,200.0,-0.00395710835,0.00023534334777660702,-0.004684188,-0.00407021275,-0.0039439290000000005,-0.0037948670000000004,-0.003004187,-inf
23,0,199.0,-0.12490898162814071,0.0007642531642067659,-0.126340417,-0.12580565500000002,-0.124487088,-0.124313711,-0.12400391,-inf
24,0,188.0,0.06063128890957446,0.00019439301387305443,0.060183065,0.060508591,0.060646781,0.06072410275,0.061667424,inf
25,0,205.0,-0.07176761770243903,0.0002348492806657701,-0.072380333,-0.071903167,-0.071768356,-0.071658901,-0.070189599,-inf
26,0,211.0,-0.07668917343127962,0.00041133890744911013,-0.077864896,-0.076936083,-0.076594164,-0.076377904,-0.075966624,-inf
