,X,count,mean,std,min,25%,50%,75%,max,trueRelErr,Y,count,mean,std,min,25%,50%,75%,max,trueRelErr,Z,count,mean,std,min,25%,50%,75%,max,trueRelErr
0,0,205.0,0.021744805736585365,6.620870642601863e-05,0.021566407,0.021702475,0.021743129,0.021790142,0.021905785,inf,0,205.0,-0.02924963248292683,8.871073058545873e-05,-0.02946223,-0.029306324,-0.029250274,-0.029188387,-0.029026806,inf,3.0,205.0,6.240575535414634,0.002355088495365617,6.233419156,6.239035888,6.240683192,6.242145668,6.24799407,1.0801918451382113
1,0,207.0,0.011853673270531401,0.00011342360500882658,0.011541798,0.01177493,0.011828713,0.011926193,0.012174099,inf,0,207.0,-0.029732932294685988,9.497520627161115e-05,-0.029980381,-0.0297986405,-0.029741219,-0.0296646045,-0.029394576,inf,3.5,207.0,7.299797290362318,0.0023638640329119707,7.293003094,7.2984174525,7.299850739,7.3013744,7.306549818,1.085656368674948
2,0,195.0,-0.006090571097435898,0.00014162873709694664,-0.006411457,-0.0061410075,-0.006105882,-0.006059782,-0.005403415,inf,0,195.0,-0.030630260005128206,8.067824970280538e-05,-0.030865744,-0.030679518500000003,-0.030639294,-0.03057992,-0.030347133,inf,4.0,195.0,8.305943917810257,0.0030815959539199967,8.296445626,8.3042853735,8.306241178,8.3080219265,8.312525909,1.0764859794525643
3,1,208.0,2.036655555408654,0.0039201260928673634,2.030423891,2.033011984,2.0375226735,2.04019002875,2.052161649,1.0366555554086538,0,208.0,-0.09166799803365383,0.0007750437071757558,-0.092687584,-0.09254142625,-0.091729146,-0.09091208825000001,-0.090669992,inf,4.0,208.0,8.277330105096153,0.015253282966830208,8.253379757,8.263341823249998,8.279503547000001,8.29140132375,8.339268399,1.0693325262740383
4,-1,191.0,-2.0803281528219895,0.0013620392763135137,-2.085440855,-2.0811711820000003,-2.080397983,-2.0794013734999997,-2.076684488,1.0803281528219895,0,191.0,0.034312684890052354,0.00010725233628044726,0.033705817,0.034260396,0.03431032,0.034377833,0.034535086,inf,4.0,191.0,8.303345757460733,0.005453030831732962,8.28847044,8.2997272515,8.303292935,8.306842679999999,8.322999923,1.0758364393651831
5,0,186.0,-0.018171904349462368,0.00011324936585024487,-0.018487928,-0.01824608025,-0.018161154,-0.01809430975,-0.01793177,inf,0,186.0,-0.030944459586021506,9.845903980600058e-05,-0.03135003,-0.03101072725,-0.0309396475,-0.03087708225,-0.030714892,inf,4.5,186.0,9.378868579241935,0.003943098784495768,9.366375257,9.376078788000001,9.3792644775,9.381520339249999,9.389467345,1.0841930176093189
6,0,210.0,-0.029714935738095236,0.00011950545718068509,-0.030145112,-0.029760639999999998,-0.029695643,-0.0296442165,-0.029484976,inf,0,210.0,-0.03342709689047619,9.740615223666604e-05,-0.03368211,-0.03348624125,-0.0334269075,-0.033362985,-0.033195956,inf,5.0,210.0,10.379603577280951,0.004471583668200673,10.366132965,10.37642260075,10.379584756,10.3825469975,10.39264954,1.0759207154561903
7,1,199.0,2.030334695924623,0.0015277268219991086,2.025336789,2.0294854275,2.030301349,2.0310721635,2.036272619,1.0303346959246231,0,199.0,-0.09632022198492461,0.00023080176377810832,-0.097549973,-0.09636669149999999,-0.096278756,-0.09620904899999999,-0.095890563,inf,5.0,199.0,10.426590408633164,0.007878521597458322,10.400607014,10.422126175999999,10.426371056,10.430875540999999,10.457054382,1.0853180817266328
8,-1,247.0,-2.101539435935223,0.0031917766299806986,-2.117993324,-2.1017873700000003,-2.100928907,-2.099843074,-2.096925402,1.1015394359352229,0,247.0,0.0244277675465587,0.000461863838319838,0.023884024,0.0241035295,0.024183217,0.0247078725,0.025697471,inf,5.0,247.0,10.43779658640081,0.015711242474829107,10.415438235,10.4295343685,10.434844723,10.438920375,10.519254598,1.0875593172801619
9,0,195.0,-0.05094932688205128,0.00036904385875587234,-0.051304233,-0.051161832500000004,-0.051097559,-0.051012024,-0.049915542,inf,0,195.0,-0.03826352216923077,0.0004281812953174014,-0.038841797,-0.038504575,-0.038416802,-0.038310532499999994,-0.037164232,inf,5.5,195.0,11.46837029508718,0.01582446131567052,11.423194515,11.467055216,11.475022252,11.4782805345,11.489245522,1.0851582354703964
10,0,184.0,-0.056032552603260864,0.0003254505616965015,-0.05665086,-0.0563660145,-0.0558793845,-0.05575148825,-0.055528187,inf,0,184.0,-0.04716652582608696,0.0005192787869546422,-0.047733162,-0.04756757775,-0.0474415805,-0.0466650875,-0.04583351,inf,6.0,184.0,12.490218195782608,0.02397201081402117,12.429936634,12.479363087,12.484745749,12.4947652735,12.542046847,1.0817030326304347
11,1,196.0,2.009384109826531,0.003349883412864441,1.994359077,2.0089531220000003,2.0104242895,2.01134908475,2.014326279,1.0093841098265308,0,196.0,-0.10655603455612243,0.0003838748725380773,-0.10776535,-0.10673781025000001,-0.106627026,-0.10651798425,-0.105043134,inf,6.0,196.0,12.480754019499999,0.020365075460430482,12.389568808,12.477900784500001,12.486636643,12.49254542575,12.510311307,1.0801256699166666
12,-1,192.0,-2.1430578716458335,0.002258097448259945,-2.148617195,-2.144517802,-2.1430833235,-2.1415297090000003,-2.136989634,1.1430578716458335,0,192.0,0.01808641084895833,0.00016088915207566442,0.01767151,0.017958091000000002,0.018078805,0.0181926945,0.018485024,inf,6.0,192.0,12.568857159760418,0.013524210796730694,12.531942048,12.56008553825,12.5694045765,12.57816579875,12.602525553,1.0948095266267364
