,X,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,0,205.0,0.021744805736585365,6.620870642601863e-05,0.021566407,0.021702475,0.021743129,0.021790142,0.021905785,inf
1,0,207.0,0.011853673270531401,0.00011342360500882658,0.011541798,0.01177493,0.011828713,0.011926193,0.012174099,inf
2,0,208.0,2.036655555408654,0.0039201260928673634,2.030423891,2.033011984,2.0375226735,2.04019002875,2.052161649,inf
3,1,191.0,-2.0803281528219895,0.0013620392763135137,-2.085440855,-2.0811711820000003,-2.080397983,-2.0794013734999997,-2.076684488,-308.03281528219895
4,-1,195.0,-0.006090571097435898,0.00014162873709694664,-0.006411457,-0.0061410075,-0.006105882,-0.006059782,-0.005403415,-99.39094289025641
5,0,186.0,-0.018171904349462368,0.00011324936585024487,-0.018487928,-0.01824608025,-0.018161154,-0.01809430975,-0.01793177,-inf
6,0,210.0,-0.029714935738095236,0.00011950545718068509,-0.030145112,-0.029760639999999998,-0.029695643,-0.0296442165,-0.029484976,-inf
7,1,199.0,2.030334695924623,0.0015277268219991086,2.025336789,2.0294854275,2.030301349,2.0310721635,2.036272619,103.03346959246231
8,-1,247.0,-2.101539435935223,0.0031917766299806986,-2.117993324,-2.1017873700000003,-2.100928907,-2.099843074,-2.096925402,110.15394359352229
9,0,195.0,-0.05094932688205128,0.00036904385875587234,-0.051304233,-0.051161832500000004,-0.051097559,-0.051012024,-0.049915542,-inf
10,0,196.0,2.009384109826531,0.003349883412864441,1.994359077,2.0089531220000003,2.0104242895,2.01134908475,2.014326279,inf
11,1,184.0,-0.056032552603260864,0.0003254505616965015,-0.05665086,-0.0563660145,-0.0558793845,-0.05575148825,-0.055528187,-105.60325526032608
12,-1,192.0,-2.1430578716458335,0.002258097448259945,-2.148617195,-2.144517802,-2.1430833235,-2.1415297090000003,-2.136989634,114.30578716458335
13,0,190.0,-0.06652217998947368,0.00046536721159720374,-0.067120159,-0.06687278099999999,-0.0666630145,-0.06634187475,-0.065134392,-inf
14,0,187.0,4.036160288475936,0.006495482916948468,4.014152857,4.032235201000001,4.035934381,4.038777436,4.064663355,inf
15,1,189.0,-4.202546584232804,0.014987135486935059,-4.243498786,-4.214533725,-4.202698426,-4.19068383,-4.171895823,-520.2546584232804
16,2,203.0,-2.1422251902019704,0.0037720643381928625,-2.157788331,-2.1427699775,-2.141257707,-2.139910956,-2.13622602,-207.11125951009853
17,-1,192.0,1.9845598727343752,0.004930246204878349,1.977716892,1.98229825,1.9836695885000002,1.98515090075,2.004711906,-298.45598727343753
18,-2,191.0,-0.0743028385026178,9.336645298888154e-05,-0.074552229,-0.0743733115,-0.074303316,-0.074250542,-0.074054212,-96.2848580748691
19,0,206.0,-0.1005765161699029,9.405768247226766e-05,-0.100853009,-0.10064478925,-0.1005806665,-0.10050176549999999,-0.100362865,-inf
20,0,190.0,3.950910188136842,0.009858030324241745,3.897956574,3.9455607805,3.9518623195,3.9573315735000003,3.974769267,inf
21,1,188.0,-0.10030772313829786,0.0003651677588606019,-0.101048776,-0.10060397524999999,-0.100300344,-0.10004312474999999,-0.099192314,-110.03077231382979
22,2,200.0,-2.1893906026,0.002695974097593479,-2.195199081,-2.190731769,-2.189729687,-2.18841072275,-2.169121186,-209.46953012999998
23,-1,199.0,1.9607650121457287,0.007558198560518302,1.951116619,1.9559912895,1.957522528,1.964800374,1.986420492,-296.0765012145729
24,-2,188.0,-4.2182645652234045,0.005481685677413587,-4.2293588,-4.2222630177500005,-4.218821981,-4.215206043249999,-4.198603724,110.91322826117023
25,0,205.0,-0.12002234284878048,0.0005284531165648003,-0.120684368,-0.120316024,-0.12021733,-0.120027524,-0.118472815,-inf
26,0,211.0,-0.13149233880094785,0.0002585529547408176,-0.132456535,-0.1316502095,-0.131476927,-0.1313047135,-0.130958035,-inf
