__time,/tf/camera_color_optical_frame/tag36h11:1/header/stamp,/tf/camera_color_optical_frame/tag36h11:1/rotation/w,/tf/camera_color_optical_frame/tag36h11:1/rotation/x,/tf/camera_color_optical_frame/tag36h11:1/rotation/y,/tf/camera_color_optical_frame/tag36h11:1/rotation/z,/tf/camera_color_optical_frame/tag36h11:1/translation/x,/tf/camera_color_optical_frame/tag36h11:1/translation/y,/tf/camera_color_optical_frame/tag36h11:1/translation/z
1688064402.151721,1688064402.101819515,0.410226865,0.828061052,0.045310135,-0.380275240,1.869021845,0.275656997,6.802539333
1688064402.185075,1688064402.135087013,0.426201665,0.894390483,0.046609389,-0.129738963,2.227644444,0.327687428,8.105839863
1688064402.216218,1688064402.168353796,0.436488583,0.835402163,0.048644421,-0.333944372,1.981912006,0.292173923,7.213327580
1688064402.248696,1688064402.201619864,0.405846813,0.864617207,0.043028125,-0.298159501,2.066668812,0.304702712,7.521118919
1688064402.284359,1688064402.234885454,0.397646627,0.869315933,0.042369792,-0.295169789,2.072993443,0.305735576,7.544279332
1688064402.317034,1688064402.268150330,0.450831281,0.860102600,0.049908469,-0.241845537,2.150598365,0.316940908,7.826156006
1688064402.348915,1688064402.301417351,0.438738258,0.838784433,0.048552706,-0.322905540,2.003358538,0.295305311,7.290903549
1688064402.383657,1688064402.334701300,0.403382850,0.904357262,0.043503630,-0.134748613,2.230220099,0.328150080,8.114857137
1688064402.417267,1688064402.367984533,0.361435806,0.927137011,0.039926486,-0.081634429,2.217631286,0.326466098,8.068434681
1688064402.450390,1688064402.401267290,0.381857672,0.911900626,0.040105072,-0.148479973,2.229304682,0.328187861,8.112035534
1688064402.484975,1688064402.434549332,0.422495767,0.899376087,0.047688393,-0.095278334,2.227313422,0.327652185,8.104417019
1688064402.516401,1688064402.467830896,0.433877469,0.874359914,0.046683997,-0.220566981,2.179017890,0.320487798,7.929337549
1688064402.547694,1688064402.501111507,0.430939769,0.860660755,0.047920216,-0.273452353,2.103745092,0.310018267,7.655702281
1688064402.582460,1688064402.534391642,0.438556403,0.885147369,0.047938909,-0.153591089,2.226538389,0.327511070,8.101942451
1688064402.618209,1688064402.567670822,0.468930232,0.834351961,0.052734372,-0.291779469,2.061180673,0.303616239,7.501283360
1688064402.649447,1688064402.600949764,0.431920911,0.842186074,0.047948313,-0.323498779,2.006609428,0.295847967,7.303050047
1688064402.683687,1688064402.634227991,0.338125071,0.931859618,0.035167256,-0.127407042,2.228265238,0.328026242,8.107609926
1688064402.716871,1688064402.667505264,0.422506501,0.846040882,0.046528229,-0.325705691,2.002506845,0.295232245,7.287752355
1688064402.749022,1688064402.700782299,0.435678934,0.843533552,0.047132552,-0.315204324,2.023924149,0.298324141,7.365659773
1688064402.781530,1688064402.734058380,0.431018455,0.851758015,0.046502595,-0.299679023,2.056111636,0.302951869,7.482423045
1688064402.817084,1688064402.767333984,0.432597077,0.891874479,0.047784722,-0.124382234,2.229908109,0.327973763,8.114159336
1688064402.850437,1688064402.800608873,0.412985100,0.899505497,0.044493591,-0.138636025,2.230995824,0.328283184,8.118026484
1688064402.882821,1688064402.833883286,0.418919852,0.865537822,0.045422744,-0.276866728,2.105903044,0.310447417,7.663814270
1688064402.917568,1688064402.867156744,0.416910753,0.851187761,0.045288183,-0.320032632,2.016376716,0.297238481,7.337986009
1688064402.951454,1688064402.900429726,0.384498936,0.850167461,0.040975199,-0.359355362,1.933981002,0.285264111,7.038501980
1688064402.982567,1688064402.933702230,0.441707911,0.832003717,0.049303425,-0.335530236,1.971918235,0.290575756,7.176539833
1688064403.017538,1688064402.966973543,0.332060362,0.934568302,0.034054258,-0.123399029,2.229623238,0.328305548,8.112561065
1688064403.050040,1688064403.000244856,0.324469693,0.922941324,0.031859449,-0.208838771,2.196989785,0.323495754,7.994336361
1688064403.084330,1688064403.033515215,0.324108434,0.882204306,0.032056177,-0.342016586,1.996377359,0.294653976,7.264994541
1688064403.116371,1688064403.066784859,0.371371563,0.859458089,0.039532854,-0.351109417,1.960349868,0.289175481,7.134819441
1688064403.152776,1688064403.100054026,0.399171784,0.909065887,0.043635930,-0.109136790,2.227801633,0.327852388,8.106253386
1688064403.184617,1688064403.133322239,0.410671431,0.867006980,0.044434931,-0.284044180,2.091189360,0.308355056,7.610486739
1688064403.216855,1688064403.166589975,0.460207624,0.836914488,0.051440667,-0.298029694,2.050511553,0.302109173,7.462386466
1688064403.249361,1688064403.199857235,0.371380089,0.859924663,0.038702353,-0.350255325,1.965416975,0.289929570,7.152656030
1688064403.284631,1688064403.233123779,0.390317900,0.871628986,0.041617376,-0.297990233,2.071657130,0.305593073,7.539214641
1688064403.316583,1688064403.266389608,0.422743822,0.852549754,0.046513554,-0.308623416,2.041447969,0.300988748,7.429655174
1688064403.350691,1688064403.299657583,0.437428321,0.893348688,0.050502217,-0.070472943,2.217236526,0.326057628,8.067370421
1688064403.383529,1688064403.333029747,0.375489383,0.848119829,0.039610636,-0.372963873,1.902496954,0.280600131,6.924176407
1688064403.417882,1688064403.366695404,0.429736520,0.829690695,0.047915360,-0.355270136,1.927017769,0.284001457,7.012927867
1688064403.450004,1688064403.400362492,0.430573004,0.862508729,0.047496147,-0.268305700,2.114084038,0.311552663,7.693400872
1688064403.483345,1688064403.434031725,0.443425716,0.844369766,0.049370674,-0.301975559,2.047954390,0.301850437,7.452767942
1688064403.516808,1688064403.467702389,0.426742108,0.865227803,0.046033155,-0.265831936,2.119921147,0.312461963,7.714550438
1688064403.550799,1688064403.501374960,0.370732508,0.890199787,0.038890493,-0.266930927,2.128713352,0.313972739,7.746626214
1688064403.583613,1688064403.535049677,0.381396641,0.858588481,0.040084767,-0.342831887,1.979802279,0.292031248,7.205602612
1688064403.616754,1688064403.568725824,0.423316737,0.895773580,0.047180618,-0.128833989,2.230140036,0.328055028,8.114356314
1688064403.649798,1688064403.602403879,0.449896748,0.875276573,0.048749098,-0.178636186,2.215963893,0.325917410,8.063999685
1688064403.684326,1688064403.636083603,0.402708698,0.859103547,0.043406107,-0.316571410,2.030099090,0.299338239,7.388025287
1688064403.718155,1688064403.669765234,0.436917770,0.828982921,0.048752055,-0.348147483,1.945690373,0.286843126,7.081672840
1688064403.751843,1688064403.703448534,0.394229836,0.861157351,0.041907620,-0.321848303,2.021379097,0.298114898,7.356469783
1688064403.785299,1688064403.737133503,0.431902509,0.833268409,0.047936301,-0.344676437,1.954713187,0.288125880,7.113893482
1688064403.817150,1688064403.770820379,0.411982221,0.834477059,0.045103793,-0.364621977,1.910106029,0.281590210,6.951716980
1688064403.851484,1688064403.804508924,0.407571108,0.862849165,0.044078138,-0.300558471,2.063092338,0.304284705,7.508259399
1688064403.883851,1688064403.838199377,0.424036721,0.860193524,0.046136140,-0.285317607,2.083231939,0.307120585,7.581220188
1688064403.917574,1688064403.871891737,0.432544898,0.838366772,0.047262656,-0.331852895,1.986276756,0.292730660,7.228873574
1688064403.950407,1688064403.905585766,0.430542859,0.830763138,0.047485565,-0.352015882,1.936016758,0.285360866,7.046265581
1688064403.983713,1688064403.939281464,0.445603148,0.877509485,0.048689820,-0.178236289,2.210426204,0.324957061,8.042953312
1688064404.018124,1688064403.972979307,0.406788485,0.833294463,0.044893172,-0.372740511,1.889557130,0.278580544,6.877260881
1688064404.050187,1688064404.006678581,0.393942614,0.849757106,0.041632584,-0.350305709,1.955105609,0.288383565,7.115573448
1688064404.082480,1688064404.040379524,0.426908400,0.896426807,0.048259069,-0.105494828,2.229886855,0.328059252,8.113351000
1688064404.117400,1688064404.074082851,0.354097255,0.868424140,0.036317489,-0.347388374,1.974439540,0.291275932,7.185639138
1688064404.151730,1688064404.107787371,0.425302589,0.834188690,0.047024580,-0.350540334,1.942595247,0.286282499,7.069909330
1688064404.185625,1688064404.141493797,0.451534584,0.841801319,0.049935294,-0.297670273,2.056777113,0.303119059,7.485161855
1688064404.217001,1688064404.175202131,0.376226775,0.853752523,0.039855564,-0.359569606,1.937494907,0.285771374,7.051516571
1688064404.251767,1688064404.208912373,0.410825841,0.855526831,0.043903661,-0.316140283,2.027636381,0.298958670,7.379360033
