,Y,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,0,198.0,0.11615240743939394,0.00039810956263170284,0.112950861,0.116201662,0.116201662,0.116201662,0.116201662,inf
1,0,195.0,0.12388999800000003,2.7827018656890835e-17,0.123889998,0.123889998,0.123889998,0.123889998,0.123889998,inf
2,0,186.0,0.15919366500000004,2.783048958620066e-17,0.159193665,0.159193665,0.159193665,0.159193665,0.159193665,inf
3,0,204.0,0.14874255476470588,0.0011889500317890343,0.148408428,0.148408428,0.148408428,0.148408428,0.152952552,inf
4,0,205.0,0.15811521751219518,0.0006539859393232449,0.15798375,0.15798375,0.15798375,0.15798375,0.161352605,inf
5,0,235.0,0.16612711268085106,0.011407393179859233,0.157350197,0.157350197,0.157350197,0.180946544,0.181290388,inf
6,0,182.0,0.17625328165934065,0.014764426563509311,0.168941975,0.168941975,0.168941975,0.168941975,0.205904692,inf
7,0,190.0,0.13756934776842103,0.014484533097947918,0.128859013,0.128859013,0.128859013,0.161668822,0.162557185,inf
8,0,210.0,0.20590469199999997,2.782189727676889e-17,0.205904692,0.205904692,0.205904692,0.205904692,0.205904692,inf
9,0,195.0,0.22658617799999997,2.7827018656890835e-17,0.226586178,0.226586178,0.226586178,0.226586178,0.226586178,inf
10,0,192.0,0.21878339187500004,0.03455855846386834,0.132871866,0.179752842,0.245468348,0.245468348,0.245468348,inf
11,0,207.0,0.16717637129468596,0.0048798107730790114,0.166837201,0.166837201,0.166837201,0.166837201,0.237045452,inf
12,0,105.0,0.24346285905714282,0.011749995770343948,0.175276235,0.245468348,0.245468348,0.245468348,0.245468348,inf
13,0,30.0,0.18372304700000003,2.823006427041851e-17,0.183723047,0.183723047,0.183723047,0.183723047,0.183723047,inf
14,0,217.0,0.18773958076958522,0.01535032783191852,0.185387611,0.185387611,0.185387611,0.185387611,0.287463099,inf
15,0,30.0,0.276725948,0.0,0.276725948,0.276725948,0.276725948,0.276725948,0.276725948,inf
16,0,239.0,0.27305603000000006,5.562764905348004e-17,0.27305603,0.27305603,0.27305603,0.27305603,0.27305603,inf
17,0,217.0,0.2715420023548387,0.037022185824746145,0.185849041,0.287463099,0.287463099,0.287463099,0.287463099,inf
18,0,8.0,0.26344480350000005,0.046358298222579544,0.188335776,0.2634448035,0.288481146,0.288481146,0.288481146,inf
19,0,28.0,0.305854976,0.0,0.305854976,0.305854976,0.305854976,0.305854976,0.305854976,inf
