,Z,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,3,196.0,3.1178364741581635,0.0013143188295970994,3.115210858,3.11692063625,3.1177819715000004,3.118563754,3.124280457,3.9278824719387817
1,4,212.0,4.17984224859434,0.0022729019313853984,4.175137387,4.17813998625,4.1799205310000005,4.1815339819999995,4.185806153,4.49605621485849
2,5,156.0,5.139342168557691,0.009165172341484906,5.117043936,5.13260070025,5.1401480369999994,5.14604775975,5.165206693,2.7868433711538287
