__time,/tf/camera_color_optical_frame/tag36h11:1/header/stamp,/tf/camera_color_optical_frame/tag36h11:1/rotation/w,/tf/camera_color_optical_frame/tag36h11:1/rotation/x,/tf/camera_color_optical_frame/tag36h11:1/rotation/y,/tf/camera_color_optical_frame/tag36h11:1/rotation/z,/tf/camera_color_optical_frame/tag36h11:1/translation/x,/tf/camera_color_optical_frame/tag36h11:1/translation/y,/tf/camera_color_optical_frame/tag36h11:1/translation/z
1687809727.092991,1687809727.049124241,0.999744346,0.001354351,-0.002984219,0.022371925,2.667297695,1.748686742,4.179281134
1687809727.125722,1687809727.082350016,0.999723367,-0.001409636,-0.002371803,0.023357583,2.673509101,1.752943293,4.189252915
1687809727.159017,1687809727.115574598,0.999753152,0.000523950,-0.002787627,0.022036102,2.671178434,1.751305845,4.185454257
1687809727.225898,1687809727.148798227,0.999746854,0.000208878,-0.002164691,0.022394142,2.670466510,1.750906446,4.184361250
1687809727.247463,1687809727.182021141,0.999741511,-0.001768057,-0.001767550,0.022597822,2.671412985,1.751533781,4.185797645
1687809727.267411,1687809727.215242863,0.999747454,-0.001485774,-0.002274765,0.022307970,2.673310838,1.752777864,4.188819535
1687809727.293457,1687809727.248463631,0.999751583,-0.000608625,-0.002377199,0.022152884,2.670298455,1.750758224,4.183811184
1687809727.329534,1687809727.281683207,0.999754606,-0.001141799,-0.001730763,0.022055129,2.672583538,1.752255873,4.187597806
1687809727.358882,1687809727.314901829,0.999736196,-0.000290309,-0.003306476,0.022727112,2.669174421,1.750077911,4.182355937
1687809727.394118,1687809727.348119736,0.999748547,0.000827708,-0.002820793,0.022230627,2.667492422,1.748851904,4.179494777
1687809727.426034,1687809727.381336212,0.999755041,0.000771652,-0.002908591,0.021927190,2.668999636,1.749905342,4.181767383
1687809727.459867,1687809727.414555311,0.999759043,0.001463105,-0.003250399,0.021659877,2.666135507,1.747940642,4.177429793
1687809727.495095,1687809727.447915077,0.999735236,-0.000923454,-0.002826450,0.022817024,2.671655984,1.751788055,4.186201674
1687809727.526785,1687809727.481274843,0.999750656,0.001332130,-0.003818353,0.021960681,2.666567733,1.748364152,4.178215967
1687809727.558994,1687809727.514904976,0.999747694,0.000939214,-0.002656211,0.022284770,2.668002865,1.749153523,4.180363074
1687809727.591731,1687809727.548536301,0.999744984,-0.000037524,-0.002584628,0.022434038,2.672517405,1.752188806,4.187443762
1687809727.626231,1687809727.582169294,0.999749428,-0.000489725,-0.002417983,0.022248462,2.670759409,1.750961450,4.184635924
1687809727.661726,1687809727.615803480,0.999738669,0.000589962,-0.003186756,0.022629409,2.669531727,1.750184907,4.182694469
1687809727.693229,1687809727.649439096,0.999751235,0.000799401,-0.002500533,0.022148954,2.670482858,1.750914370,4.184250009
1687809727.724855,1687809727.683076382,0.999748755,-0.000983127,-0.002596798,0.022242225,2.671326719,1.751411417,4.185569221
1687809727.761244,1687809727.716715097,0.999753095,0.000279181,-0.003533040,0.021936016,2.670029014,1.750579376,4.183678965
1687809727.793458,1687809727.750355244,0.999741842,-0.000883492,-0.002066142,0.022609747,2.672414204,1.751990391,4.187142415
1687809727.827341,1687809727.783996820,0.999751312,0.000758097,-0.004023428,0.021921465,2.669037901,1.749930487,4.182183131
1687809727.860317,1687809727.817639828,0.999756902,0.001417748,-0.003107687,0.021782317,2.668198374,1.749283146,4.180704678
1687809727.891321,1687809727.851284266,0.999739383,0.000887114,-0.003249304,0.022579221,2.668426667,1.749460879,4.180950121
1687809727.970240,1687809727.918577671,0.999756537,-0.000341507,-0.002698575,0.021896764,2.670895991,1.751078520,4.184852165
1687809727.995429,1687809727.952226400,0.999750688,0.001176736,-0.002945400,0.022102064,2.669647459,1.750238883,4.182959581
1687809728.027437,1687809727.985876799,0.999733722,-0.000421467,-0.003015546,0.022873874,2.671848384,1.751817006,4.186483216
1687809728.060638,1687809728.019528389,0.999745703,0.000622639,-0.002439360,0.022409635,2.669674771,1.750272943,4.182936793
1687809728.092626,1687809728.053181648,0.999741672,-0.000320899,-0.002398365,0.022599437,2.670701265,1.751000075,4.184673291
1687809728.125471,1687809728.086836100,0.999720744,0.000430247,-0.003544762,0.023359876,2.669072381,1.749897728,4.182061065
