,X,count,mean,std,min,25%,50%,75%,max,trueRelErr,Y,count,mean,std,min,25%,50%,75%,max,trueRelErr,Z,count,mean,std,min,25%,50%,75%,max,trueRelErr
0,0,206.0,0.004732574567961164,7.00051543276061e-05,0.004596547,0.0046869545,0.0047194955,0.004767593,0.004917229,inf,0,206.0,-0.014543341907766988,6.229856566979214e-05,-0.014870778,-0.014572763,-0.0145364885,-0.014505696,-0.014425155,inf,3.0,206.0,3.118720863529126,0.005703637118416919,3.103333323,3.11468212175,3.1184856114999997,3.12226871775,3.131316247,0.03957362117637538
1,0,194.0,0.002583882463917526,7.458824104174039e-05,0.002371764,0.0025347110000000003,0.002588543,0.002639623,0.002776593,inf,0,194.0,-0.01496582380927835,6.57353882899996e-05,-0.015143782,-0.01501229875,-0.014967587000000001,-0.0149234325,-0.014792355,inf,3.5,194.0,3.6454031878144333,0.002583414760934585,3.635953541,3.644250053,3.6459041,3.64727491625,3.651323779,0.04154376794698094
2,0,215.0,-0.004440736176744186,0.0001065550015083098,-0.004778855,-0.0044887320000000005,-0.0044277,-0.0043698769999999994,-0.004177788,inf,0,215.0,-0.014622243837209302,0.00012358910258135987,-0.01494877,-0.014687130999999999,-0.014614993,-0.014536941500000001,-0.014341123,inf,4.0,215.0,4.062544525623256,0.03561933033908068,3.980256979,4.0380328015,4.059800759,4.0789363325,4.1623581,0.01563613140581399
3,1,202.0,1.0132936002623762,0.002342909242020994,1.00152249,1.01203859,1.0142040455,1.01496251025,1.016453561,0.013293600262376248,0,202.0,-0.04594192974257426,0.00017378369666762707,-0.046292817,-0.0460665645,-0.0459842815,-0.04584370425,-0.04531258,inf,4.0,202.0,4.139727275034653,0.00979398521462293,4.090628326,4.1343893985,4.143318637,4.14665893025,4.153079039,0.03493181875866336
4,-1,200.0,-1.032417303785,0.005448952608758183,-1.039929169,-1.0359428127499999,-1.033297916,-1.030527444,-1.004931932,0.03241730378499996,0,200.0,0.017042458535,0.00014838013998638995,0.016480283,0.01696205325,0.017044181,0.017151229,0.017386936,inf,4.0,200.0,4.122053424285,0.02209055153731062,4.011058089,4.11421434,4.1256217075,4.136443922,4.152921624,0.030513356071250053
5,0,179.0,-0.01216248569273743,0.00011616542749212232,-0.012416556,-0.012251030999999999,-0.012165246,-0.012081949,-0.011860127,inf,0,179.0,-0.015595724631284917,0.00010487499894346302,-0.016250214,-0.015662756,-0.015595968,-0.0155303065,-0.015358947,inf,4.5,179.0,4.681987247050278,0.013452967884172683,4.626313769,4.6753908325,4.68467876,4.692346252,4.702440691,0.040441610455617415
6,0,201.0,-0.015254043855721395,9.087998873725769e-05,-0.015461907,-0.015323171,-0.015258636,-0.01519462,-0.01492177,inf,0,201.0,-0.01676497260199005,6.626718212358815e-05,-0.016931669,-0.016808623,-0.016766665,-0.016724239,-0.016581664,inf,5.0,201.0,5.196788443253731,0.010691189403066903,5.144388534,5.1921249,5.199986338,5.204659643,5.21027884,0.03935768865074625
7,1,231.0,0.9816230876450217,0.009989984333354397,0.943811527,0.975788959,0.982359843,0.988404398,1.004746883,0.018376912354978292,0,231.0,-0.047147395164502164,0.00047904990621044246,-0.048319373,-0.04746454,-0.047186697,-0.046858655,-0.045436544,inf,5.0,231.0,5.048090505943723,0.05108839503520252,4.854743227,5.018037372,5.052007555,5.082825792,5.166357255,0.009618101188744533
8,-1,207.0,-1.0449161419371982,0.0142418232360111,-1.054541457,-1.0524580175,-1.050512877,-1.044223461,-0.983067379,0.04491614193719817,0,207.0,0.012751908550724639,0.00025670676920796294,0.011760891,0.012684945,0.01278758,0.012912115,0.013165727,inf,5.0,207.0,5.180617492816426,0.07002624488888487,4.876003499,5.1780844859999995,5.208443798,5.217452369,5.228450722,0.03612349856328514
9,0,238.0,-0.019156595105042015,0.00047543951889668395,-0.019664073,-0.0194931105,-0.019416489000000002,-0.01865603475,-0.018036164,inf,0,238.0,-0.018669338042016804,0.0008155099333881009,-0.019549638,-0.01922270325,-0.0191228175,-0.017682168499999998,-0.016939646,inf,5.5,238.0,5.592683058340336,0.2172424267260129,5.112495205,5.325387794499999,5.727970482,5.73694601875,5.748907457,0.0168514651527884
10,0,221.0,-0.03092414809049774,0.00043006873675293403,-0.031347313,-0.031252571,-0.03111671,-0.03063539,-0.028879065,inf,0,221.0,-0.023842233411764707,0.00030219021639359367,-0.024338975,-0.02406617,-0.023936392,-0.023649096,-0.022489704,inf,6.0,221.0,6.243274812040723,0.06255431605714852,5.903199595,6.212822018,6.27330227,6.287762655,6.301660098,0.04054580200678718
11,1,198.0,0.994645774090909,0.005685996952482671,0.960900476,0.9918159555,0.995184033,0.99901106975,1.003284354,0.005354225909090959,0,198.0,-0.053476066353535356,0.0003080298867589593,-0.053991231,-0.053695829,-0.053510566499999995,-0.053322415,-0.051662458,inf,6.0,198.0,6.205479141944445,0.035135022808005345,5.996399123,6.18804311425,6.208829631,6.232518901500001,6.258373265,0.03424652365740751
12,-1,212.0,-0.9421412521367925,0.1895510837597415,-1.101514375,-1.0935755335,-1.072739605,-0.78691227275,-0.484816303,0.05785874786320755,0,212.0,0.008091592287735849,0.0018342381935367537,0.00381281,0.0065590865,0.00923001,0.0095657185,0.010057951,inf,6.0,212.0,5.413883966415095,1.0860696218534311,2.79209649,4.5251413115,6.1626688304999995,6.2818217372500005,6.32636186,0.0976860055974842
13,0,191.0,-0.02706002280628272,0.005884963781081826,-0.031824153,-0.0308073575,-0.029683222,-0.0273694415,-0.013587941,inf,0,191.0,-0.020046571895287957,0.004418317383652452,-0.024426723,-0.023275003000000002,-0.021663004,-0.0196655555,-0.010239664,inf,6.5,191.0,5.9129958366911,1.1426120570364307,3.251879216,5.969436271999999,6.463102285,6.618301754,6.795153574,0.09030833281675385
14,0,214.0,-0.03964558285981309,0.0004903074963823822,-0.04018455,-0.039983703,-0.0397812985,-0.03942291775,-0.035713911,inf,0,214.0,-0.02662597828037383,0.00033290794350841323,-0.027080642,-0.02681795875,-0.026687619000000003,-0.02651287175,-0.02332935,inf,7.0,214.0,7.225993241065421,0.08266263000228027,6.415821377,7.19713812575,7.2536641565,7.27765089575,7.295027953,0.03228474872363155
15,1,218.0,0.9692847120825688,0.022269894707283452,0.907464279,0.9543727289999999,0.974502652,0.9864709832499999,0.998816404,0.030715287917431167,0,218.0,-0.054201427220183486,0.0012435924468388667,-0.055799475,-0.05516883925,-0.054485609500000004,-0.0534325185,-0.05069175,inf,7.0,218.0,7.142138430536697,0.16485680823863977,6.68467399,7.031594625,7.180560765,7.270018653,7.361002171,0.02030549007667101
16,2,201.0,1.9778113676318405,0.03181397499990744,1.84579125,1.972178089,1.989998471,1.997979326,2.010427003,0.011094316184079744,0,201.0,-0.08883761344278607,0.001482396450425077,-0.090472975,-0.089793928,-0.089428486,-0.08845688,-0.082769762,inf,7.0,201.0,7.12289037199005,0.1145610098477702,6.647866947,7.10208517,7.165814677,7.194996413,7.239588628,0.017555767427150037
17,-1,220.0,-1.0951088460999998,0.014080276592870542,-1.112095861,-1.1058538007499998,-1.0986071595,-1.08824584325,-1.017823676,0.09510884609999981,0,220.0,0.0031116220318181823,0.00016765463167240277,0.002803345,0.00301003875,0.003095026,0.00318931975,0.00406702,inf,7.0,220.0,7.236583329263636,0.09365927937263263,6.723905549,7.1908731335,7.259788284,7.30786984825,7.353092814,0.03379761846623376
18,-2,212.0,-1.7467901178679248,0.1679891388729575,-2.117851879,-1.872460405,-1.758745083,-1.6295219300000001,-1.203879617,0.1266049410660376,0,212.0,0.03193930976415094,0.0031051454757611524,0.02179454,0.029801572250000002,0.0322516485,0.034322015,0.038460151,inf,7.0,212.0,6.042169189636793,0.5816840972905366,4.162348214,5.6364494815,6.083523383999999,6.477343728499999,7.32764234,0.1368329729090296
19,0,250.0,-0.033257039932,0.003457032453051109,-0.043323211,-0.03365872524999999,-0.0319598825,-0.03102944725,-0.028925335,inf,0,250.0,-0.021417072232,0.002442635163489368,-0.028338634,-0.0216562345,-0.0205100675,-0.01984690875,-0.018336012,inf,7.5,250.0,5.560425770152,0.6114532791011602,4.780482767,5.1621635045000005,5.3380541675,5.62598815275,7.33265765,0.2586098973130666
20,0,202.0,-0.03519539665346534,0.005691064088118086,-0.049410508,-0.03619592175,-0.033332327,-0.031549442000000004,-0.027394862,inf,0,202.0,-0.02231519281188119,0.003301573512854423,-0.030959917,-0.02291646075,-0.021181406,-0.0201703035,-0.017563391,inf,8.0,202.0,6.056057631019802,0.937412142457048,4.756737934,5.452028448249999,5.756170996,6.23813764725,8.364982556,0.24299279612252478
21,1,283.0,0.9869790428339223,0.006969287555955,0.955483136,0.9837392235,0.989336079,0.9920039585,0.995832108,0.013020957166077651,0,283.0,-0.06126229160070672,0.0005145240519329519,-0.063110306,-0.061613431499999996,-0.061317082,-0.061020555000000004,-0.05922179,inf,8.0,283.0,8.365402358243816,0.05848734440767421,8.100229432,8.3384685805,8.385797991,8.4075650065,8.438764597,0.04567529478047705
22,2,250.0,1.503909423564,0.2179634111569387,1.157106123,1.31915531425,1.438795803,1.73166935275,1.975233855,0.24804528821799998,0,250.0,-0.071605487952,0.010419548674809691,-0.093885149,-0.08225391975,-0.06838844999999999,-0.06282379675,-0.055121495,inf,8.0,250.0,6.195428200795999,0.8970588983645735,4.767988684,5.43502287025,5.927384714,7.133182298,8.134806103,0.2255714749005001
23,-1,205.0,-0.9850848317219513,0.15620456193329052,-1.086681711,-1.07496914,-1.049443174,-0.994311495,-0.484376728,0.01491516827804873,0,205.0,-0.002966122614634146,0.0005312644904528352,-0.003827554,-0.003301416,-0.003103956,-0.002843601,-0.001247704,inf,8.0,205.0,7.523789994248781,1.1951275691439933,3.694329622,7.59374423,8.015340906,8.212996074,8.300565724,0.059526250718902385
24,-2,218.0,-2.050720154174312,0.07483877375828633,-2.122738507,-2.1055393045,-2.073910422,-2.0217512615,-1.657891656,0.02536007708715604,0,218.0,0.029202465972477065,0.001071135589360361,0.023476803,0.02872876375,0.029500462999999998,0.0299603035,0.030683865,inf,8.0,218.0,8.086998508490826,0.294629280228082,6.539100274,7.9732051385,8.178281017500002,8.30242900375,8.369958393,0.010874813561353225
25,0,217.0,-0.0487392066359447,0.007039047028538491,-0.055588767,-0.053587084,-0.051390374,-0.046352174,-0.019763453,inf,0,217.0,-0.0310790681843318,0.004721933121265244,-0.037593496,-0.034281022,-0.032285839,-0.029037053,-0.012383685,inf,8.5,217.0,7.67072548462212,1.1474278859550595,2.985094416,7.402725137,8.09422272,8.474116127,8.760838437,0.09756170769151527
26,0,244.0,-0.03922724934426229,0.006881465005019339,-0.059084332,-0.045374849,-0.03645264,-0.033370206250000006,-0.029594117,inf,0,244.0,-0.022367270487704916,0.004090135568623134,-0.034149222,-0.025971309749999998,-0.0206682925,-0.01891025575,-0.016769728,inf,9.0,244.0,5.477954731709016,0.9914034359113288,4.096831639,4.63816788625,5.0793729585000005,6.352807452,8.332116193,0.3913383631434427
