,Z,count,mean,std,min,25%,50%,75%,max,truePercRelErr
0,3.0,193.0,3.128488768310881,0.0011657259054551593,3.125875655,3.127641667,3.128500384,3.129384444,3.132099094,4.282958943696036
1,3.5,211.0,3.6480506655497638,0.0011887033069996227,3.644714217,3.6474041495,3.64794909,3.6485452595,3.655171202,4.230019015707536
2,4.0,220.0,4.096592074986364,0.0034444363357888793,4.086226462,4.0942385434999995,4.0968655695,4.09884510725,4.107226644,2.4148018746591005
3,4.0,200.0,4.1100949692099995,0.004873244889507422,4.094539735,4.1095399035,4.1113544575,4.11285924475,4.118803846,2.7523742302499876
4,4.0,234.0,4.157525098384615,0.001932057897686954,4.151222474,4.15633829175,4.157427911,4.1585987302500005,4.163629623,3.9381274596153704
5,4.5,229.0,4.689280808864629,0.002329744118753721,4.68390579,4.687704197,4.689251272,4.690844471,4.69523175,4.206240196991749
6,5.0,214.0,5.186071415028038,0.00301013454341654,5.177980627,5.18397617625,5.1861064845,5.18835071525,5.194783902,3.7214283005607562
7,5.0,195.0,5.19118629954359,0.00498967711741946,5.178384092,5.1874642425,5.191437879,5.194619371,5.203510391,3.8237259908717998
8,5.0,212.0,5.206269548018868,0.010299889503266024,5.185116943,5.195707093,5.2099756315,5.2153012435,5.223781823,4.125390960377366
9,5.5,203.0,5.730191336399015,0.0025968398043751347,5.723604569,5.728293244,5.730064028,5.732238038,5.736183809,4.185297025436634
10,6.0,218.0,6.2712685080504595,0.007147633401861989,6.24992306,6.266751237,6.271455827,6.2760793155,6.287767611,4.521141800840992
11,6.0,187.0,6.28813253957754,0.011762919468613875,6.254397804,6.2772369365,6.292584887,6.2972192325,6.312309439,4.802208992959001
12,6.0,191.0,6.264973072905761,0.004967586364839772,6.254463936,6.2616773295,6.264819765,6.2678237165,6.277177588,4.416217881762682
13,6.5,201.0,6.759744121203979,0.006765272134546324,6.742282632,6.755377151,6.759820037,6.764319317,6.776319097,3.9960634031381357
14,7.0,186.0,7.140577824623656,0.04787516441174701,7.094245173,7.1211187119999995,7.135181102,7.15014405375,7.587170631,2.0082546374807997
15,7.0,203.0,7.22915403964532,0.017584908706345753,7.18679449,7.22090325,7.228319074,7.234006489,7.29552761,3.273629137790289
16,7.0,210.0,7.274557946333332,0.006052991979711833,7.255204993,7.270523706,7.2743312325,7.27851943675,7.296559086,3.922256376190462
17,7.0,206.0,7.314053227815534,0.013478018074273446,7.279781924,7.3062936915000005,7.313596261000001,7.3230455545,7.354328907,4.486474683079056
18,7.0,202.0,7.2997668622376235,0.007180147355948937,7.286826615,7.2955859795,7.2994685525,7.30253079525,7.346148801,4.282383746251765
19,7.5,207.0,7.859390062309179,0.011090164112778288,7.832694794,7.852774019,7.860508163,7.8659450285000005,7.901469034,4.791867497455715
20,8.0,191.0,8.26580509573822,0.015893455979414037,8.232034696,8.255494609,8.263908636,8.2720123115,8.311698528,3.3225636967277428
21,8.0,194.0,8.277286833469072,0.014247914724106352,8.236030881,8.2693167175,8.275837166,8.285231420999999,8.330400168,3.466085418363396
22,8.0,203.0,8.289939583827586,0.015399459357060708,8.250678022,8.278081048499999,8.290677831,8.2987463505,8.325362889,3.6242447978448222
23,8.0,213.0,8.372544955258217,0.022744411166080777,8.317134129,8.361229995,8.369150129,8.377586572,8.45701247,4.656811940727712
24,8.0,198.0,8.37856553109596,0.017322844153129173,8.321336394,8.37004586575,8.381082424999999,8.3905988335,8.410364836,4.732069138699502
25,8.5,204.0,8.800578063936273,0.010881905007487713,8.768850491,8.79360224425,8.800372173,8.80643538775,8.83484035,3.536212516897329
26,9.0,201.0,9.452920633686567,0.011418461122107175,9.428848813,9.443559386,9.452742504,9.46192538,9.478666512,5.0324514854063
